sample_id,text,true_label,nb_probability,nb_prediction_default_0_5,nb_prediction_threshold_0_4,risk_tier
sms_0439,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,1,0.8769957470244076,1,1,HIGH
sms_0983,Ok... Sweet dreams...,0,0.07980906323943607,0,0,LOW
sms_0707,Left dessert. U wan me 2 go suntec look 4 u?,0,0.26676232728362875,0,0,LOW
sms_1117,Thought we could go out for dinner. I'll treat you! Seem ok?,0,0.03269378318227633,0,0,LOW
sms_1028,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or å£10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",1,0.9812828690569819,1,1,HIGH
sms_1186,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. ",0,0.3242623807537601,0,0,LOW
sms_0354,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + å£200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,1,0.934322836457196,1,1,HIGH
sms_1065,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8",1,0.9460999150478425,1,1,HIGH
sms_1018,No da..today also i forgot..,0,0.11612449232289643,0,0,LOW
sms_0774,Ok lor... Or u wan me go look 4 u?,0,0.04746500908846869,0,0,LOW
sms_0809,Oh... Kay... On sat right?,0,0.09840914902223687,0,0,LOW
sms_1253,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",1,0.9702721389597866,1,1,HIGH
sms_0339,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",1,0.7653235506379068,1,1,HIGH
sms_0531,Urgent! Please call 09061213237 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,1,0.9773253780431417,1,1,HIGH
sms_1235,Is there any movie theatre i can go to and watch unlimited movies and just pay once?,0,0.2935226734529435,0,0,LOW
sms_1200,I dont want to hear philosophy. Just say what happen,0,0.12885792283746897,0,0,LOW
sms_0831,"sure, but make sure he knows we ain't smokin yet",0,0.1404519024479785,0,0,LOW
sms_0342,Lol or I could just starve and lose a pound by the end of the day.,0,0.2211487627941988,0,0,LOW
sms_0801,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,0,0.17621169064779454,0,0,LOW
sms_0495,U meet other fren dun wan meet me ah... Muz b a guy rite...,0,0.13012996751009037,0,0,LOW
sms_0454,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,1,0.9290673384862285,1,1,HIGH
sms_1049,Shall i ask one thing if you dont mistake me.,0,0.11274085302648011,0,0,LOW
sms_0506,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,1,0.9140425220267849,1,1,HIGH
sms_0220,Hi :)finally i completed the course:),0,0.3614919900316656,0,0,LOW
sms_1017,U don't remember that old commercial?,0,0.19157660336091514,0,0,LOW
sms_0788,We are okay. Going to sleep now. Later,0,0.047370594011795136,0,0,LOW
sms_0600,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,1,0.9405713597228502,1,1,HIGH
sms_0213,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,1,0.970825141294081,1,1,HIGH
sms_1092,"That's cool, I'll come by like  &lt;#&gt; ish",0,0.006283547494353607,0,0,LOW
sms_0863,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",1,0.6317861955915145,1,1,MEDIUM
sms_0131,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,1,0.8239006533040723,1,1,HIGH
sms_0467,No..but heard abt tat..,0,0.3127328547399386,0,0,LOW
sms_0268,FROM 88066 LOST å£12 HELP,1,0.5172534471746812,1,1,MEDIUM
sms_0797,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,0,0.03987733458715839,0,0,LOW
sms_0670,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,1,0.5076671646554596,1,1,MEDIUM
sms_0332,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",0,0.06151622604491073,0,0,LOW
sms_0897,"Sorry, I'll call later in meeting.",0,0.036883279901159506,0,0,LOW
sms_1134,\alright babe,0,0.29211626291244175,0,0,LOW
sms_1070,"\For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\""""",1,0.7521391748926345,1,1,HIGH
sms_1130,Infact happy new year. How are you where are you when are we seeing,0,0.10126153749450974,0,0,LOW
sms_0935,But really quite funny lor wat... Then u shd haf run shorter distance wat...,0,0.023192764352907534,0,0,LOW
sms_1009,i see. When we finish we have loads of loans to pay,0,0.16236860351242882,0,0,LOW
sms_0849,Reckon need to be in town by eightish to walk from * carpark.,0,0.27284827836542674,0,0,LOW
sms_0018,"Me not waking up until 4 in the afternoon, sup",0,0.28382526261083907,0,0,LOW
sms_0632,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,1,0.9351983317477934,1,1,HIGH
sms_0573,At WHAT TIME should i come tomorrow,0,0.11336991770787752,0,0,LOW
sms_0843,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?,0,0.12312049759994079,0,0,LOW
sms_1289,Finally the match heading towards draw as your prediction.,0,0.587498445315371,1,1,MEDIUM
sms_0399,And whenever you and i see we can still hook up too.,0,0.5,0,1,MEDIUM
sms_0798,5 nights...We nt staying at port step liao...Too ex,0,0.2018126143175703,0,0,LOW
sms_1157,XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,1,0.9628882743895387,1,1,HIGH
sms_0096,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",0,0.04433836527815447,0,0,LOW
sms_0790,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,0,0.08689615991700296,0,0,LOW
sms_0161,What time is ur flight tmr?,0,0.31285521438883185,0,0,LOW
sms_1279,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol,0,0.07982071684102411,0,0,LOW
sms_0557,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? ,0,0.06646302762104113,0,0,LOW
sms_0033,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,1,0.9813394346378553,1,1,HIGH
sms_0377,Welp apparently he retired,0,0.5,0,1,MEDIUM
sms_0316,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls å£1/minMobsmoreLKPOBOX177HP51FL,1,0.49740226412342553,0,1,MEDIUM
sms_0125,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,1,0.921343879377962,1,1,HIGH
sms_0259,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,1,0.9676200010106065,1,1,HIGH
sms_0317,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel ,0,0.23999015298253004,0,0,LOW
sms_1246,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know,0,0.06223113503569425,0,0,LOW
sms_0195,"I don't think I can get away for a trek that long with family in town, sorry",0,0.08445682629717963,0,0,LOW
sms_0523,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,1,0.9018074139962136,1,1,HIGH
sms_0666,Do u hav any frnd by name ashwini in ur college?,0,0.27748923651555374,0,0,LOW
sms_0895,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,1,0.9743127791160914,1,1,HIGH
sms_0020,Draw va?i dont think so:),0,0.2323034757317943,0,0,LOW
sms_0167,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",1,0.7910772079365972,1,1,HIGH
sms_0945,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,0,0.12767873145021394,0,0,LOW
sms_0110,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA,1,0.4550496666253714,0,1,MEDIUM
sms_0232,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp å£1.50/msg,1,0.906946612656441,1,1,HIGH
sms_0286,"Theoretically yeah, he could be able to come",0,0.07618697590315199,0,0,LOW
sms_0184,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,0,0.030141064647057122,0,0,LOW
sms_0749,* Thought I didn't see you.,0,0.17164464753634642,0,0,LOW
sms_0966,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,0,0.06339460905678597,0,0,LOW
sms_1209,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,1,0.8201438124561565,1,1,HIGH
sms_1025,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",0,0.1028242811129082,0,0,LOW
sms_0508,Ok lor... But buy wat?,0,0.02512550234326425,0,0,LOW
sms_0431,Huh i cant thk of more oredi how many pages do we have?,0,0.13723189457248378,0,0,LOW
sms_0500,K da:)how many page you want?,0,0.1140694539630753,0,0,LOW
sms_1126,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,1,0.9640655308400822,1,1,HIGH
sms_0115,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",1,0.9417053824247996,1,1,HIGH
sms_1053,ok. I am a gentleman and will treat you with dignity and respect.,0,0.0868312001683941,0,0,LOW
sms_0494,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,1,0.7555261655832988,1,1,HIGH
sms_0032,You could have seen me..i did't recognise you Face.:),0,0.14602366953099088,0,0,LOW
sms_0206,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,1,0.9393180261786349,1,1,HIGH
sms_1093,Thanks for your subscription to Ringtone UK your mobile will be charged å£5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,1,0.7561087777213152,1,1,HIGH
sms_0140,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ ",1,0.9780354807676225,1,1,HIGH
sms_0064,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,1,0.8140464016129888,1,1,HIGH
sms_0171,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+,1,0.9003735476343919,1,1,HIGH
sms_0050,08714712388 between 10am-7pm Cost 10p,1,0.8081284585083341,1,1,HIGH
sms_1024,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",0,0.4767822428745775,0,1,MEDIUM
sms_0643,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",1,0.919478901746776,1,1,HIGH
sms_0059,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,0,0.610070907580126,1,1,MEDIUM
sms_0448,I'll let you know when it kicks in,0,0.12220393539806747,0,0,LOW
sms_0870,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",1,0.9364475423428718,1,1,HIGH
sms_1033,Guess he wants alone time. We could just show up and watch when they do..,0,0.15707074659384976,0,0,LOW
sms_0337,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",1,0.8336684209242071,1,1,HIGH
sms_0915,You have won a guaranteed 32000 award or maybe even å£1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,1,0.9073649694110035,1,1,HIGH
sms_0434,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,1,0.822914359212308,1,1,HIGH
sms_0947,"Hurry up, I've been weed-deficient for like three days",0,0.16175820105444927,0,0,LOW
sms_0164,URGENT! We are trying to contact U Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,1,0.9811713162347083,1,1,HIGH
sms_0497,Going for dinner.msg you after.,0,0.1593159011116113,0,0,LOW
sms_0978,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,1,0.8588465898541949,1,1,HIGH
sms_1029,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,0,0.05904366474300932,0,0,LOW
sms_0437,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",1,0.9900484656782451,1,1,HIGH
sms_1202,As a registered optin subscriber ur draw 4 å£100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,1,0.7964116008083161,1,1,HIGH
sms_0879,Surely result will offer:),0,0.7616212953364772,1,1,HIGH
sms_1275,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...",0,0.0340967949933113,0,0,LOW
sms_0738,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,1,0.8649350006881928,1,1,HIGH
sms_1244,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,1,0.7117950992430894,1,1,MEDIUM
sms_1046,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,1,0.771996770771434,1,1,HIGH
sms_1035,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk",1,0.734801020652588,1,1,MEDIUM
sms_0904,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",1,0.8336684209242071,1,1,HIGH
sms_1225,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,0,0.030369950694198216,0,0,LOW
sms_0356,Thanx a lot 4 ur help!,0,0.44077231952582624,0,1,MEDIUM
sms_0022,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,1,0.8714771845970368,1,1,HIGH
sms_0653,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,0,0.048558858930279974,0,0,LOW
sms_0326,ÌÏ all write or wat..,0,0.10972805766330126,0,0,LOW
sms_0455,If u sending her home first it's ok lor. I'm not ready yet.,0,0.020841937049642722,0,0,LOW
sms_1088,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,1,0.9721340593930082,1,1,HIGH
sms_0716,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",0,0.11013659821036761,0,0,LOW
sms_0905,Shall call now dear having food,0,0.08465255042362513,0,0,LOW
sms_1222,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP,1,0.8668775902175178,1,1,HIGH
sms_1150,Where's my boytoy? I miss you ... What happened?,0,0.33398387885029973,0,0,LOW
sms_1072,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",0,0.011865593844959745,0,0,LOW
sms_1255,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",1,0.9230493675799941,1,1,HIGH
sms_0249,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,1,0.8624361373751362,1,1,HIGH
sms_0803,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,0,0.2941146392796736,0,0,LOW
sms_1153,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),1,0.14197230289728782,0,0,LOW
sms_1137,How long does applebees fucking take,0,0.2251419029558774,0,0,LOW
sms_0283,"Sorry my roommates took forever, it ok if I come by now?",0,0.03639827923086661,0,0,LOW
sms_1154,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX,1,0.8057858487650837,1,1,HIGH
sms_1165,"Sorry, I can't help you on this.",0,0.3805765666261689,0,0,LOW
sms_1182,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",1,0.4539329597008509,0,1,MEDIUM
sms_1141,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueåÁC C RingtoneåÁ,1,0.6428207700678329,1,1,MEDIUM
sms_0753,You have an important customer service announcement from PREMIER.,1,0.8129229793633379,1,1,HIGH
sms_0074,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,1,0.9385250313739273,1,1,HIGH
sms_1030,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,1,0.9700306289726551,1,1,HIGH
sms_0424,Which channel:-):-):):-).,0,0.5,0,1,MEDIUM
sms_0867,500 free text msgs. Just text ok to 80488 and we'll credit your account,1,0.7354437514573483,1,1,MEDIUM
sms_1274,It took Mr owl 3 licks,0,0.42544523337545237,0,1,MEDIUM
sms_0561,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,0,0.12591316961492927,0,0,LOW
sms_0473,No probably  &lt;#&gt; %.,0,0.021846447071975302,0,0,LOW
sms_1086,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",1,0.6265834409359895,1,1,MEDIUM
sms_1136,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,0,0.0490121512396184,0,0,LOW
sms_0563,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",1,0.7015257587568793,1,1,MEDIUM
sms_0541,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",1,0.9308022247138359,1,1,HIGH
sms_1257,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,1,0.9478879503835883,1,1,HIGH
sms_0133,As a Registered Subscriber yr draw 4 a å£100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,1,0.8242595453277752,1,1,HIGH
sms_0103,Ringtone Club: Gr8 new polys direct to your mobile every week !,1,0.879940728675029,1,1,HIGH
